source_file,line,question,kg,representation,prompt_type,temperature_label,num_bridges,expected,got,exact_match,partial_match,complete_mismatch,precision_retrieval_rate,incorrect_fdr_rate,recall_hit_rate,miss_rate,f1_score
kgmulsel_temp0_nen_axiom_ttl.jsonl,163,Which learning modules and scholarly publications cover topics linked to enslaved-person records by place or time period?,"core_scholar_rich, currkg, enslaved",axiom,cot,temp0.0,3,"core_scholar_rich, currkg, enslaved","core_scholar_rich, currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,164,"Which cruises or expeditions occurred in regions and time periods affected by hazards, and what vessels, organizations, or samples were associated with those cruises?","gmo, kwg",ttl,0_shot,temp0.0,2,"gmo, kwg","gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,165,"What people are associated with learning media, scholarly publications, and cruises or expeditions?","core_scholar_rich, currkg, gmo",ttl,0_shot,temp0.0,3,"core_scholar_rich, currkg, gmo","currkg, gmo",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,166,"Which learning resources and scholarly publications cover topics related to enslaved individuals, including locations, time periods, occupations, relationships, or historical events?","core_scholar_rich, currkg, enslaved",axiom,0_shot,temp0.0,3,"core_scholar_rich, currkg, enslaved","core_scholar_rich, currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,167,What scholarly publications are associated with topics about cruises in hazard-affected regions?,"core_scholar_rich, gmo, kwg",nen,0_shot,temp0.0,3,"core_scholar_rich, gmo, kwg","gmo, kwg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,168,"Which learning paths and scholarly publication networks connect learner personas, media authors, publication authors, departments, fields of study, enslaved individuals, owners, relatives, occupations, events, places, and temporal extents?","core_scholar_rich, currkg, enslaved",nen,cot,temp0.0,3,"core_scholar_rich, currkg, enslaved","core_scholar_rich, currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,169,Which universities or departments publish work about locations that have both enslaved-population records and hazard details?,"core_scholar_rich, enslaved, kwg",ttl,0_shot,temp0.0,3,"core_scholar_rich, enslaved, kwg","enslaved, kwg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,170,Which publications involve authors or departments connected to cruises that occurred in places with recorded hazard events?,"core_scholar_rich, gmo, kwg",nen,0_shot,temp0.0,3,"core_scholar_rich, gmo, kwg","core_scholar_rich, gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,171,"Which cruises involved people or organizations that also appear in scholarly publications by publication type, field of study, or date?","core_scholar_rich, gmo",axiom,cot,temp0.0,2,"core_scholar_rich, gmo","core_scholar_rich, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,172,"What organizations involved in cruises are also associated with universities, departments, or publications?","core_scholar_rich, gmo",ttl,0_shot,temp0.0,2,"core_scholar_rich, gmo","core_scholar_rich, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,173,"Which curriculum modules or media resources teach hazard-related topics that are also represented in scholarly publications, and what real hazard events or places support those topics?","core_scholar_rich, currkg, kwg",ttl,0_shot,temp0.0,3,"core_scholar_rich, currkg, kwg","core_scholar_rich, currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,174,"Which publications are associated with fields of study that match enslaved-person demographic, location, occupation, or event records?","core_scholar_rich, enslaved",axiom,cot,temp0.0,2,"core_scholar_rich, enslaved","core_scholar_rich, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,175,"What learning media resources cover topics related to cruises, vessels, expeditions, samples, or datasets?","currkg, gmo",ttl,cot,temp0.0,2,"currkg, gmo","currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,176,"Which scholarly publications are associated with people, organizations, or fields of study connected to cruises that occurred in places and time periods affected by hazards?","core_scholar_rich, gmo, kwg",axiom,cot,temp0.0,3,"core_scholar_rich, gmo, kwg","core_scholar_rich, gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,177,What authors are associated with learning media or publications about enslaved individuals or historical slavery?,"core_scholar_rich, currkg, enslaved",nen,cot,temp0.0,3,"core_scholar_rich, currkg, enslaved","core_scholar_rich, currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,178,"Which authors, departments, universities, cruise participants, vessels, organizations, samples, hazard events, places, and time periods are connected through marine research in hazard-affected regions?","core_scholar_rich, gmo, kwg",nen,cot,temp0.0,3,"core_scholar_rich, gmo, kwg","core_scholar_rich, gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,179,"Which learning resources and scholarly publications cover hazard types that have real event records, affected places, climate observations, damage details, or demographic attributes?","core_scholar_rich, currkg, kwg",nen,0_shot,temp0.0,3,"core_scholar_rich, currkg, kwg","currkg, kwg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,180,What vessels or platforms are associated with cruises in hazard-affected places?,"gmo, kwg",nen,cot,temp0.0,2,"gmo, kwg","gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,181,"Which personas are associated with learning paths that include modules about enslaved individuals, historical events, or demographic records?","currkg, enslaved",nen,cot,temp0.0,2,"currkg, enslaved","currkg, enslaved, kwg",0,1,0,0.6667,0.3333,1.0,0.0,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,182,What scholarly publications are associated with places where enslaved individuals and hazard events are both recorded?,"core_scholar_rich, enslaved, kwg",nen,cot,temp0.0,3,"core_scholar_rich, enslaved, kwg","core_scholar_rich, enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,183,"What learning resources and scholarly publications cover topics related to cruises, vessels, samples, or datasets?","core_scholar_rich, currkg, gmo",ttl,0_shot,temp0.0,3,"core_scholar_rich, currkg, gmo","currkg, gmo",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,184,"Which authors, advisors, departments, or universities are linked to publications about places and periods represented in enslaved-person records?","core_scholar_rich, enslaved",axiom,0_shot,temp0.0,2,"core_scholar_rich, enslaved","core_scholar_rich, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,185,Which universities or departments publish work about locations that have both enslaved-population records and hazard details?,"core_scholar_rich, enslaved, kwg",ttl,cot,temp0.0,3,"core_scholar_rich, enslaved, kwg","core_scholar_rich, enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,186,"Which places and time periods link enslaved individuals, recorded owners or events, hazard types, and hazard impact details?","enslaved, kwg",nen,cot,temp0.0,2,"enslaved, kwg","enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,187,"For each region, how do cruise trajectories, sample locations, hazard geometries, and hazard temporal scopes overlap?","gmo, kwg",ttl,0_shot,temp0.0,2,"gmo, kwg","gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,188,"Which publications, cruises, vessels, organizations, and hazard events share overlapping places, regions, or time periods?","core_scholar_rich, gmo, kwg",axiom,cot,temp0.0,3,"core_scholar_rich, gmo, kwg","core_scholar_rich, gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,189,"Which cruises or expeditions occurred in regions and time periods affected by hazards, and what vessels, organizations, or samples were associated with those cruises?","gmo, kwg",axiom,cot,temp0.0,2,"gmo, kwg","gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,190,"Which learning paths include media resources about topics that also appear in publications about enslaved individuals, relationships, occupations, or historical events?","core_scholar_rich, currkg, enslaved",ttl,0_shot,temp0.0,3,"core_scholar_rich, currkg, enslaved","currkg, enslaved",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,191,"What learning resources and scholarly publications cover topics related to cruises, vessels, samples, or datasets?","core_scholar_rich, currkg, gmo",ttl,cot,temp0.0,3,"core_scholar_rich, currkg, gmo","core_scholar_rich, currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,192,"Which curriculum paths connect learner personas to media resources and scholarly publications about hazard events, including authors, fields of study, places, temporal intervals, impact observations, damage details, and health or demographic attributes?","core_scholar_rich, currkg, kwg",ttl,0_shot,temp0.0,3,"core_scholar_rich, currkg, kwg","core_scholar_rich, currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,193,"For each shared place, how do enslaved population records by gender, ethnicity, or age align with hazard events and damage observations over time?","enslaved, kwg",ttl,cot,temp0.0,2,"enslaved, kwg","enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,194,Which cruises have temporal information that overlaps with hazard events in the same or nearby places?,"gmo, kwg",axiom,cot,temp0.0,2,"gmo, kwg","gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,195,"Which curriculum modules or media resources teach hazard-related topics that are also represented in scholarly publications, and what real hazard events or places support those topics?","core_scholar_rich, currkg, kwg",axiom,0_shot,temp0.0,3,"core_scholar_rich, currkg, kwg","core_scholar_rich, currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,196,Which learning media resources explain topics associated with cruises conducted by specific vessels or sponsored by specific organizations?,"currkg, gmo",nen,cot,temp0.0,2,"currkg, gmo","currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,197,"Which publication networks, fields of study, authors, departments, enslaved-person records, owner or relationship records, historical events, hazard types, affected places, temporal extents, and damage or impact details are connected?","core_scholar_rich, enslaved, kwg",nen,cot,temp0.0,3,"core_scholar_rich, enslaved, kwg","core_scholar_rich, enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,198,What vessels or platforms are associated with cruises in hazard-affected places?,"gmo, kwg",axiom,0_shot,temp0.0,2,"gmo, kwg","gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,199,Which enslaved-person locations have both demographic details and hazard damage details within matching temporal ranges?,"enslaved, kwg",axiom,0_shot,temp0.0,2,"enslaved, kwg","enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,200,"What learning media resources cover topics related to cruises, vessels, expeditions, samples, or datasets?","currkg, gmo",ttl,0_shot,temp0.0,2,"currkg, gmo","currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,201,"What learning resources and scholarly publications cover topics related to cruises, vessels, samples, or datasets?","core_scholar_rich, currkg, gmo",nen,0_shot,temp0.0,3,"core_scholar_rich, currkg, gmo",gmo,0,1,0,1.0,0.0,0.3333,0.6667,0.5
kgmulsel_temp0_nen_axiom_ttl.jsonl,202,What people are associated with both cruises or expeditions and scholarly publications?,"core_scholar_rich, gmo",nen,cot,temp0.0,2,"core_scholar_rich, gmo","core_scholar_rich, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,203,"What learning topics correspond to cruise types, vessels, platforms, organizations, or physical samples?","currkg, gmo",axiom,0_shot,temp0.0,2,"currkg, gmo","currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,204,"Which authors, departments, universities, publications, enslaved individuals, historical events, places, hazard events, and temporal scopes are connected through shared historical geography?","core_scholar_rich, enslaved, kwg",nen,cot,temp0.0,3,"core_scholar_rich, enslaved, kwg","core_scholar_rich, enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,205,"Which cruises or expeditions occurred in regions and time periods affected by hazards, and what vessels, organizations, or samples were associated with those cruises?","gmo, kwg",nen,0_shot,temp0.0,2,"gmo, kwg","gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,206,What learning paths include topics about enslaved individuals or historical records?,"currkg, enslaved",axiom,cot,temp0.0,2,"currkg, enslaved","currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,207,"Which learning paths recommend media resources authored by people who also submitted scholarly publications in matching fields of study, including department, university, and publication-type details?","core_scholar_rich, currkg",nen,0_shot,temp0.0,2,"core_scholar_rich, currkg","core_scholar_rich, currkg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,208,"Which personas are associated with learning paths that include modules about enslaved individuals, historical events, or demographic records?","currkg, enslaved",axiom,cot,temp0.0,2,"currkg, enslaved","currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,209,What learning media resources cover topics related to hazards?,"currkg, kwg",axiom,cot,temp0.0,2,"currkg, kwg",currkg,0,1,0,1.0,0.0,0.5,0.5,0.6667
kgmulsel_temp0_nen_axiom_ttl.jsonl,210,What authors are associated with learning media or publications about enslaved individuals or historical slavery?,"core_scholar_rich, currkg, enslaved",ttl,0_shot,temp0.0,3,"core_scholar_rich, currkg, enslaved","currkg, enslaved",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,211,"What curriculum topics correspond to fields of study about hazards, climate, health, demographics, or geographical places?","core_scholar_rich, currkg, kwg",nen,0_shot,temp0.0,3,"core_scholar_rich, currkg, kwg","currkg, kwg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,212,Which publications discuss fields of study related to places or periods where enslaved-person records overlap with hazard events?,"core_scholar_rich, enslaved, kwg",axiom,0_shot,temp0.0,3,"core_scholar_rich, enslaved, kwg","core_scholar_rich, enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,213,"Which publications or fields of study are associated with research about enslaved individuals, their locations, events, or demographic records?","core_scholar_rich, enslaved",nen,0_shot,temp0.0,2,"core_scholar_rich, enslaved","core_scholar_rich, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,214,"Which personas, learning paths, modules, media resources, topics, publications, authors, departments, cruises, vessels, organizations, samples, and datasets are connected?","core_scholar_rich, currkg, gmo",axiom,cot,temp0.0,3,"core_scholar_rich, currkg, gmo","core_scholar_rich, currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,215,"Which curriculum resources teach topics connected to enslaved individuals, including their names, relationships, occupations, events, owners, locations, and temporal records?","currkg, enslaved",ttl,0_shot,temp0.0,2,"currkg, enslaved","currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,216,Which learning modules cover topics that also appear in publications submitted by authors from specific departments?,"core_scholar_rich, currkg",axiom,cot,temp0.0,2,"core_scholar_rich, currkg","core_scholar_rich, currkg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,217,What authors are associated with learning media or publications about enslaved individuals or historical slavery?,"core_scholar_rich, currkg, enslaved",axiom,cot,temp0.0,3,"core_scholar_rich, currkg, enslaved","core_scholar_rich, currkg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,218,"Which scholarly publications align with places and periods where enslaved individuals are recorded by demographic category and where hazards include damage, impact, or climate observations?","core_scholar_rich, enslaved, kwg",ttl,cot,temp0.0,3,"core_scholar_rich, enslaved, kwg","core_scholar_rich, enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,219,"Which departments or universities are linked to people, organizations, or fields of study connected to oceanographic cruises?","core_scholar_rich, gmo",axiom,0_shot,temp0.0,2,"core_scholar_rich, gmo","core_scholar_rich, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,220,"Which cruise events, funding awards, agent roles, organizations, datasets, samples, publications, authors, departments, universities, and publication dates are connected through shared scientific participation?","core_scholar_rich, gmo",nen,0_shot,temp0.0,2,"core_scholar_rich, gmo","core_scholar_rich, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,221,What curriculum topics correspond to fields of study represented in scholarly publications?,"core_scholar_rich, currkg",axiom,cot,temp0.0,2,"core_scholar_rich, currkg","core_scholar_rich, currkg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,222,"What fields of study correspond to cruises, samples, datasets, and hazard-affected places?","core_scholar_rich, gmo, kwg",nen,0_shot,temp0.0,3,"core_scholar_rich, gmo, kwg","core_scholar_rich, gmo, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,223,"What curriculum modules cover climate, hazard, damage, health, demographic, or geographical-place topics?","currkg, kwg",axiom,0_shot,temp0.0,2,"currkg, kwg",currkg,0,1,0,1.0,0.0,0.5,0.5,0.6667
kgmulsel_temp0_nen_axiom_ttl.jsonl,224,Which authors or contributors are associated with both educational media and scholarly publications about oceanographic cruise topics?,"core_scholar_rich, currkg, gmo",axiom,0_shot,temp0.0,3,"core_scholar_rich, currkg, gmo","core_scholar_rich, currkg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,225,Which places associated with enslaved individuals experienced hazards during the same century as the enslaved-person records?,"enslaved, kwg",axiom,cot,temp0.0,2,"enslaved, kwg","enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,226,"Which learning resources and scholarly publications cover topics related to enslaved individuals, including locations, time periods, occupations, relationships, or historical events?","core_scholar_rich, currkg, enslaved",ttl,cot,temp0.0,3,"core_scholar_rich, currkg, enslaved","core_scholar_rich, currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,227,"What curriculum modules cover topics related to enslaved people, historical events, occupations, family relationships, or locations?","currkg, enslaved",ttl,0_shot,temp0.0,2,"currkg, enslaved","currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,228,Which media resources cover topics associated with cruises that have spatial and temporal information?,"currkg, gmo",ttl,0_shot,temp0.0,2,"currkg, gmo","currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,229,"Which places and time periods link enslaved individuals, recorded owners or events, hazard types, and hazard impact details?","enslaved, kwg",axiom,0_shot,temp0.0,2,"enslaved, kwg","enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,230,"Which learning resources and scholarly publications cover topics related to enslaved individuals, including locations, time periods, occupations, relationships, or historical events?","core_scholar_rich, currkg, enslaved",nen,cot,temp0.0,3,"core_scholar_rich, currkg, enslaved","core_scholar_rich, currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,231,"Which personas, learning paths, modules, media resources, topics, authors, publications, departments, hazard events, places, and temporal scopes are connected through hazard-related subject matter?","core_scholar_rich, currkg, kwg",nen,0_shot,temp0.0,3,"core_scholar_rich, currkg, kwg","core_scholar_rich, currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,232,"What curriculum topics correspond to fields of study about hazards, climate, health, demographics, or geographical places?","core_scholar_rich, currkg, kwg",axiom,cot,temp0.0,3,"core_scholar_rich, currkg, kwg","core_scholar_rich, currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,233,What authors or departments are associated with publications about places connected to enslaved individuals and hazards?,"core_scholar_rich, enslaved, kwg",nen,cot,temp0.0,3,"core_scholar_rich, enslaved, kwg","core_scholar_rich, enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,234,"For each shared place, what enslaved population counts and hazard event counts are available by year or period?","enslaved, kwg",axiom,cot,temp0.0,2,"enslaved, kwg","enslaved, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,235,Which scholarly publications study places or periods where enslaved individuals are recorded and where hazard events also occurred?,"core_scholar_rich, enslaved, kwg",ttl,0_shot,temp0.0,3,"core_scholar_rich, enslaved, kwg","enslaved, kwg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,236,What authors are associated with learning media or publications about enslaved individuals or historical slavery?,"core_scholar_rich, currkg, enslaved",axiom,0_shot,temp0.0,3,"core_scholar_rich, currkg, enslaved","currkg, enslaved",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,237,What authors or departments are associated with publications about places connected to enslaved-person records?,"core_scholar_rich, enslaved",ttl,cot,temp0.0,2,"core_scholar_rich, enslaved","core_scholar_rich, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,238,"Which curriculum modules reference media resources about hazard types that also have damage observations, impact observations, climate attributes, or demographic attributes for affected places?","currkg, kwg",axiom,cot,temp0.0,2,"currkg, kwg","currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,239,What authors are associated with learning media or publications about enslaved individuals or historical slavery?,"core_scholar_rich, currkg, enslaved",ttl,cot,temp0.0,3,"core_scholar_rich, currkg, enslaved","core_scholar_rich, currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,240,"Which curriculum paths connect learner personas to media resources about cruises, vessels, samples, datasets, people, organizations, places, and time periods represented in oceanographic KGs?","currkg, gmo",ttl,0_shot,temp0.0,2,"currkg, gmo","currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,241,"Which personas are linked to learning paths that include oceanographic cruise, vessel, sampling, or dataset topics?","currkg, gmo",nen,0_shot,temp0.0,2,"currkg, gmo","currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,242,Which authors or contributors are associated with both educational media and scholarly publications about oceanographic cruise topics?,"core_scholar_rich, currkg, gmo",axiom,cot,temp0.0,3,"core_scholar_rich, currkg, gmo","core_scholar_rich, currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,243,Which authors or contributors are associated with both educational media and scholarly publications about oceanographic cruise topics?,"core_scholar_rich, currkg, gmo",nen,0_shot,temp0.0,3,"core_scholar_rich, currkg, gmo","core_scholar_rich, currkg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,244,Which scholarly publications study places or periods where enslaved individuals are recorded and where hazard events also occurred?,"core_scholar_rich, enslaved, kwg",nen,0_shot,temp0.0,3,"core_scholar_rich, enslaved, kwg","enslaved, kwg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,245,"Which authors, departments, universities, cruise participants, vessels, organizations, samples, hazard events, places, and time periods are connected through marine research in hazard-affected regions?","core_scholar_rich, gmo, kwg",ttl,0_shot,temp0.0,3,"core_scholar_rich, gmo, kwg","gmo, kwg",0,1,0,1.0,0.0,0.6667,0.3333,0.8
kgmulsel_temp0_nen_axiom_ttl.jsonl,246,"What learning topics correspond to cruise types, vessels, platforms, organizations, or physical samples?","currkg, gmo",ttl,0_shot,temp0.0,2,"currkg, gmo","currkg, gmo",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,247,What authors are associated with both learning media resources and scholarly publications?,"core_scholar_rich, currkg",axiom,0_shot,temp0.0,2,"core_scholar_rich, currkg","core_scholar_rich, currkg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,248,"Which curriculum modules reference media resources about hazard types that also have damage observations, impact observations, climate attributes, or demographic attributes for affected places?","currkg, kwg",axiom,0_shot,temp0.0,2,"currkg, kwg","currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,249,"Which learning modules reference media resources about topics connected to enslaved-person locations, ages, genders, occupations, relationships, or historical periods?","currkg, enslaved",axiom,0_shot,temp0.0,2,"currkg, enslaved","currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,250,"Which learning paths cover historical topics that can be linked to enslaved-person records by place, time period, demographic category, event type, and participant role?","currkg, enslaved",axiom,cot,temp0.0,2,"currkg, enslaved","currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,251,What learning media resources cover topics related to hazards?,"currkg, kwg",nen,0_shot,temp0.0,2,"currkg, kwg",currkg,0,1,0,1.0,0.0,0.5,0.5,0.6667
kgmulsel_temp0_nen_axiom_ttl.jsonl,252,"Which learning modules or media resources cover hazard-related topics, and which hazard events, places, or climate attributes from the KG correspond to those topics?","currkg, kwg",axiom,cot,temp0.0,2,"currkg, kwg","currkg, kwg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,253,"Which curriculum topics are supported by both learning resources and scholarly publications, and how do authors, contributors, departments, and publication dates relate to those topics?","core_scholar_rich, currkg",ttl,0_shot,temp0.0,2,"core_scholar_rich, currkg","core_scholar_rich, currkg",1,0,0,1.0,0.0,1.0,0.0,1.0
kgmulsel_temp0_nen_axiom_ttl.jsonl,254,"Which learning paths or media resources cover topics related to enslaved individuals, historical events, locations, occupations, or family relationships?","currkg, enslaved",axiom,0_shot,temp0.0,2,"currkg, enslaved","currkg, enslaved",1,0,0,1.0,0.0,1.0,0.0,1.0
